revision_num,change_id,url,iteration_count,before_commit_id,after_commit_id,at_least_one_updated_java_file,T(created),T(merged),LOC changed,subject,message,cr_smell_lack_of_cr,cr_smell_ping_pong,cr_smell_sleeping_reviews,cr_smell_missing_context,cr_smell_large_changesets,cr_smell_review_buddies,at_least_one_cr_smell,code_smells_difference_count,is_increased
12578,Ife95d2f4b1033caa34e6defae4f7339c3a8a82bc,http://review.couchbase.org/#/c/12578,4,a75ec7f35433fa083ed63489a740178f1e29ba85,f2e6772a40f98955c750d25344d3a95fb56fd0b2,0,22/01/12,22/01/12,13,Corrected stage of maven artifacts to properly include source/docs.,"Corrected stage of maven artifacts to properly include source/docs.

Change-Id: Ife95d2f4b1033caa34e6defae4f7339c3a8a82bc",0,1,0,1,0,0,1,NA,NA
12583,Id41f575ed0b3b9a50d096a5d77754d911ca1312e,http://review.couchbase.org/#/c/12583,1,4fd88bd112b882414584707ed755029a814917a1,3b86cb3628b85db2705cc40e5719435e8d73d8df,0,22/01/12,22/01/12,4,Updated libraries.properties to go with 2.8.0 release.,Updated libraries.properties to go with 2.8.0 release.,0,0,0,1,0,0,1,NA,NA
12674,Ia12887f75748ce0fcf5f3fcf5c11bdd3436cea72,http://review.couchbase.org/#/c/12674,2,4822bd7db46dcf070cb14041a91efc125f5e43e1,7975d7adc07bd554a44b723672bf86df438477b3,1,25/01/12,26/01/12,4,Fixed issue where everything was getting hased to vb 0,"Fixed issue where everything was getting hased to vb 0

The node locator types here are backwards and will cause
everything to be written to and read from vbucket 0.

Change-Id: Ia12887f75748ce0fcf5f3fcf5c11bdd3436cea72",0,0,0,0,0,0,0,0,0
12688,If110e8fe50157411ea0fa81d63b062e577482fc8,http://review.couchbase.org/#/c/12688,3,bd758f46e1a6d0b3a8767c59184c39fd1f476193,334a067ed359b1442ef8a5946a798335f79b6ef8,0,26/01/12,26/01/12,5,Uncomment the resolver for the Couchbase maven repo,"Uncomment the resolver for the Couchbase maven repo

Change-Id: If110e8fe50157411ea0fa81d63b062e577482fc8",0,0,0,1,0,0,1,NA,NA
12689,I2d30d058a57a696e8de196224e568c0e28f477ca,http://review.couchbase.org/#/c/12689,3,f0643548514969c902f0883497d8f630384cef04,470b14fdc44f511af9e2c28d7315115749ed5d67,0,26/01/12,26/01/12,4,Use the master configuration for spymemcached jars,"Use the master configuration for spymemcached jars

This will solve the issue where we were importing jmx
and other things that were not needed.

Change-Id: I2d30d058a57a696e8de196224e568c0e28f477ca",0,0,0,0,0,0,0,NA,NA
12690,Ic4f47da68afcbd4efe542ec1f00627a2c63558cd,http://review.couchbase.org/#/c/12690,1,001aa39a2c889e43faa7491da6203834c94255bc,cfff360eafee93f6d939e3577781f81b6ecdd38a,1,26/01/12,26/01/12,2,Fixed testAvailableServers(),"Fixed testAvailableServers()

With Couchbase we should make sure that we get two ""names"" for
each server. One will be the hostame and the other will be the
ip address.

Change-Id: Ic4f47da68afcbd4efe542ec1f00627a2c63558cd",0,0,0,0,0,0,0,0,0
12841,I34175919faec283d993a57f9a2b5f15646ccce0b,http://review.couchbase.org/#/c/12841,3,7e5530ccda9f9e948aae35ec86551b09838d4e3c,d589195c2af2bcc4bed1bee66eb8ec55a4ee4d4e,0,01/02/12,01/02/12,4,Changed spy jar configuration to default,"Changed spy jar configuration to default

We changed this in spymemcached during the release so that it would
be added as a normal compile time dependency. I changed it in the
pom's but not in the project config that we use for development

Change-Id: I34175919faec283d993a57f9a2b5f15646ccce0b",0,0,0,0,0,0,0,NA,NA
12907,I9a30f21108fcbbd43add4abd2f16af05a3fbe68b,http://review.couchbase.org/#/c/12907,5,d589195c2af2bcc4bed1bee66eb8ec55a4ee4d4e,cf0995e5e36033ee756b378a9ae797a251b14a9d,1,02/02/12,06/02/12,114,Added unlock operation,"Added unlock operation

Based on http://code.google.com/p/spymemcached/issues/attachmentText?id=205&aid=2050003000&name=zynga-patch&token=43het0qMD0x7uoEWDTVfwQCYRZc%3A1328018112032

Change-Id: I9a30f21108fcbbd43add4abd2f16af05a3fbe68b",0,1,1,0,0,0,1,0,0
13046,Ieae49545e1c08f2cb9155f926015046a787c0f5b,http://review.couchbase.org/#/c/13046,5,cf0995e5e36033ee756b378a9ae797a251b14a9d,0ac52a836520411df44b95544029bbb50e1b585d,1,07/02/12,08/02/12,192,Fixes for adding only hostname instead of both hostname and ip address,"Fixes for adding only hostname instead of both hostname and ip address

Change-Id: Ieae49545e1c08f2cb9155f926015046a787c0f5b",0,1,0,1,0,0,1,0,0
13082,I767ed66a6c3b36016300448a2075ada7071dfbae,http://review.couchbase.org/#/c/13082,1,0ac52a836520411df44b95544029bbb50e1b585d,ed2bfc25787f43803fd3fa100b84decfdde58eee,1,08/02/12,13/02/12,6,Fixed checkstyle issues.,"Fixed checkstyle issues.

Change-Id: I767ed66a6c3b36016300448a2075ada7071dfbae",0,0,1,1,0,0,1,0,0
13083,I233a8fc96bb55cf12e73e40f46281dd3870004b5,http://review.couchbase.org/#/c/13083,6,ed2bfc25787f43803fd3fa100b84decfdde58eee,8275d46e115253421469564ea196dcab554fc547,1,08/02/12,20/02/12,203,Use TapStream abstraction in spymemcached,"Use TapStream abstraction in spymemcached

This will allow our tap streams to be able to connect to
all node in the cluster.

Change-Id: I233a8fc96bb55cf12e73e40f46281dd3870004b5",0,1,1,0,0,0,1,1,1
13085,I7cf569e6c96f41af5bab51aabe402662f49282af,http://review.couchbase.org/#/c/13085,4,7dc58b87f746aa27131b834c98ad52a9ee4df5e1,02443507fc5d45f5672c96c833ae8b42ad48a296,1,08/02/12,20/02/12,42,Use TapAck from Spymemcached,"Use TapAck from Spymemcached

This change removes duplicate code.

Change-Id: I7cf569e6c96f41af5bab51aabe402662f49282af",0,1,1,0,0,0,1,-1,0
13372,I8edc64963b074fe558a8e4cd42b3ff9e0af26dc2,http://review.couchbase.org/#/c/13372,2,b417a6292d7d9cb802eb2889b6a7eec4c620044a,884f8382e085dcbde400668205c52dc22d9cbc68,0,20/02/12,20/02/12,4,Depend on spymemcached 2.8.1-SNAPSHOT.,Depend on spymemcached 2.8.1-SNAPSHOT.,0,0,0,1,0,0,1,NA,NA
13373,Ida28a8804777fddf0a8e47f7b3adecbdc7b0b633,http://review.couchbase.org/#/c/13373,2,e0fa0c45ccf1185e0874a7b66967a19eb5700df8,6d1156bcf705c2bfc96897d2f9d67648b1a282d5,1,20/02/12,20/02/12,5,Added a note about TAP interface stability.,Added a note about TAP interface stability.,0,0,0,1,0,0,1,0,0
13394,I1193262637596d0576838a67db7a61ff1447ad37,http://review.couchbase.org/#/c/13394,1,4df862cd3fe0b28d579817ef4ddbf6d37c925822,ea96e546c45f83d7488b4014ae78fe85081b04b0,1,20/02/12,20/02/12,48,Fixed a number of TAP test issues.,Fixed a number of TAP test issues.,0,0,0,1,0,0,1,0,0
13688,I67a5912f2b329151c15cff7fc89ab7ef3700503e,http://review.couchbase.org/#/c/13688,12,ea96e546c45f83d7488b4014ae78fe85081b04b0,7b3297075e490284d1731e19bc102220d12df483,1,29/02/12,21/03/12,4395,Added support for views,"Added support for views

Change-Id: I67a5912f2b329151c15cff7fc89ab7ef3700503e",0,1,0,1,1,0,1,4,1
13847,Ic6957078afdf56c16f2e44c3a269b3e31a8bb466,http://review.couchbase.org/#/c/13847,2,bfc08a8ba05a34d3a4e94f8e5009cf45f1a8694e,b52be1241b187e392e48e65fae2b6013934a81ba,1,09/03/12,12/03/12,1,Fixed a javadoc issue,"Fixed a javadoc issue

Change-Id: Ic6957078afdf56c16f2e44c3a269b3e31a8bb466",0,0,1,1,0,0,1,0,0
13848,Iefa5d36a1263350a5e61f54d2f65796dec9b808f,http://review.couchbase.org/#/c/13848,4,0a4183faebdfa0e084aaaed64624c378058ade4c,7d187e5d3fe54851dd783e469b5cea17a69b07db,1,09/03/12,12/03/12,11,Fix based on http://www.couchbase.com/issues/browse/JCBC-16,"Fix based on http://www.couchbase.com/issues/browse/JCBC-16

Change-Id: Iefa5d36a1263350a5e61f54d2f65796dec9b808f",0,1,1,1,0,0,1,0,0
13849,Id1956b6467ae02c2fae69d7cf252e3c62507cc82,http://review.couchbase.org/#/c/13849,10,b2923b848c85da1ad6d93a88fa6a401473867152,61a73138d918892f8ee434ba654c93531bd6c677,1,09/03/12,21/03/12,26,Fixing views,"Fixing views

With new defualt behavior in Couchbase Server DP4

Change-Id: Id1956b6467ae02c2fae69d7cf252e3c62507cc82",0,1,1,0,0,0,1,0,0
14157,I04508e00b77b7b6e6936f43e3d130ad22e5cdf9d,http://review.couchbase.org/#/c/14157,1,61a73138d918892f8ee434ba654c93531bd6c677,096beb8020ce2535af29f7315960693966d32268,0,21/03/12,22/03/12,4,Add httpcomponents to ivy file for makepom.,Add httpcomponents to ivy file for makepom.,0,0,0,1,0,0,1,NA,NA
14178,I86e4ee1c29f16eff16c3057db12f190158f5ee30,http://review.couchbase.org/#/c/14178,1,096beb8020ce2535af29f7315960693966d32268,836c6b7a84078aad1a63e587ad1c6dab0145b953,0,22/03/12,22/03/12,4,Update dependencies to spymemcached 2.8.1.,Update dependencies to spymemcached 2.8.1.,0,0,0,1,0,0,1,NA,NA
14485,Ifb1a9ebcc7ae64a8590f1123ddde9138c17fe23e,http://review.couchbase.org/#/c/14485,4,636515530fc2044129505fcd363965081177fe67,70ab48b018ff9ac0a28dc7834074f8974db21ed1,1,03/04/12,05/04/12,111,Fix for cbse-124,"Fix for cbse-124

Change-Id: Ifb1a9ebcc7ae64a8590f1123ddde9138c17fe23e",0,1,0,1,0,0,1,0,0
14513,I7254d1d4cf211260644a1491510d51bce219349e,http://review.couchbase.org/#/c/14513,3,8b2737ee328237cf687bff4bfbeb73f991d234ff,858c31bb96d82cf8b4ce2419bde0faab7ad8a7b5,1,04/04/12,05/04/12,198,Reconnect to configuration stream if disconnected. JCBC-19,"Reconnect to configuration stream if disconnected. JCBC-19

With this change, a Bucket which is marked as disconnected will be
later reconnected when noticed by a calling thread.

The logic for this is a little convoluted at the moment, but tests
to be correct.  In the future, this whole section should be refactored
to be a better NodeLocator or something similar.  See JCBC-28.",0,0,0,0,0,0,0,0,0
14562,I1ae53a088077e098313231f2d044a0ca61c1fd46,http://review.couchbase.org/#/c/14562,1,66cf44ea2f339406a6197705845a599f248500c5,ffdf6c0aa9234e6df00a7d118835de41a8f2834e,1,05/04/12,05/04/12,3,Fixed checkstyle errors,"Fixed checkstyle errors

Change-Id: I1ae53a088077e098313231f2d044a0ca61c1fd46",0,0,0,1,0,0,1,0,0
14574,I8541493fdf7e8c504c4cbd512ca43e3416b03829,http://review.couchbase.org/#/c/14574,2,bbfc123df074c9ac4d0c09103f562abcfabf8dcb,61615b74ac93526d222cebc5e4d1f9ebf926d38b,1,05/04/12,05/04/12,206,Reconnect to configuration stream if disconnected. JCBC-19,"Reconnect to configuration stream if disconnected. JCBC-19

With this change, a Bucket which is marked as disconnected will be
later reconnected when noticed by a calling thread.

The logic for this is a little convoluted at the moment, but tests
to be correct.  In the future, this whole section should be refactored
to be a better NodeLocator or something similar.  See JCBC-28.

Change-Id: I8541493fdf7e8c504c4cbd512ca43e3416b03829",1,0,0,0,0,0,1,0,0
14586,I38ef9d66544f30f8101ca04889b8042c1abfc177,http://review.couchbase.org/#/c/14586,1,61615b74ac93526d222cebc5e4d1f9ebf926d38b,78a507c272def20981d5ce406b3d1b91ede0110c,0,05/04/12,05/04/12,4,Change back to spymemcached 2.8.0 for this branch.,"Change back to spymemcached 2.8.0 for this branch.

Change-Id: I38ef9d66544f30f8101ca04889b8042c1abfc177",0,0,0,1,0,0,1,NA,NA
14959,I9a5bcb4c3852976b55b3162fad513156e94aaaf6,http://review.couchbase.org/#/c/14959,5,f1f01ac185e26140c827c463d6d4892178bbe128,443ff7b78d570a53ea7cb719ee5d797b181116a6,1,17/04/12,29/06/12,50,JCBC-20: ViewConnection blocks when no ops pending,"JCBC-20: ViewConnection blocks when no ops pending

When getting the next op in the queue we were using the poll()
function which immediately returns null if the queue is empty. This
immediate return causes the IO thread to spin and consumes a lot of
cpu. What we really want is to block when getting an item from the
queue until one is available. In order to do this we should be using
the take() function.

Change-Id: I9a5bcb4c3852976b55b3162fad513156e94aaaf6",0,1,0,0,0,0,1,0,0
15435,If487df95e2974f0a4c60e3c57978a82596967de6,http://review.couchbase.org/#/c/15435,1,e0c7fa9a8e5dd87e20739afb3ce4448ba1c42145,76a143eeee5ebbe927569774aee19ae47fca1ffb,0,29/04/12,22/05/12,23,Added additional ctor to avoid username. JCBC-38.,"Added additional ctor to avoid username. JCBC-38.

Change-Id: If487df95e2974f0a4c60e3c57978a82596967de6",0,0,0,1,0,0,1,NA,NA
15436,I9d4e1099edbe4d32d80af22b19cfd3dad6bde221,http://review.couchbase.org/#/c/15436,1,76a143eeee5ebbe927569774aee19ae47fca1ffb,a81357e51dd070d107be2f14091f58985c16eec3,0,29/04/12,22/05/12,6,Update dependencies to spymemcached 2.8.1. JCBC-39.,"Update dependencies to spymemcached 2.8.1. JCBC-39.

Change-Id: I9d4e1099edbe4d32d80af22b19cfd3dad6bde221",0,0,0,1,0,0,1,NA,NA
15462,Ifad8da0b4e42f4f58945510de8513e6a7f1424e2,http://review.couchbase.org/#/c/15462,1,a81357e51dd070d107be2f14091f58985c16eec3,ed552c1cd960eb5361907687f39588e8bd51d597,1,30/04/12,30/04/12,4,Missing space added to log message when node is down.,"Missing space added to log message when node is down.

Change-Id: Ifad8da0b4e42f4f58945510de8513e6a7f1424e2",0,0,0,1,0,0,1,0,0
15953,If6bd4c86a28b892018385921b0f7c98172225410,http://review.couchbase.org/#/c/15953,1,a496340aa6c76d10584300e598ada209eb6436c6,be07c81f9e3824e8886b3b331baeb6b5054a7340,1,13/05/12,04/06/12,53,Support error codes in OperationStatus class,"Support error codes in OperationStatus class

Change-Id: If6bd4c86a28b892018385921b0f7c98172225410",0,0,0,1,0,0,1,0,0
15954,I9a894bb86530f36151c5075d2da814a66e3f4e9f,http://review.couchbase.org/#/c/15954,1,be07c81f9e3824e8886b3b331baeb6b5054a7340,e4fabd2b4b731458e79ec62ed721c6bad07e4994,1,13/05/12,02/06/12,2,JCBC-47: Query now copies include_docs correctly,"JCBC-47: Query now copies include_docs correctly

Change-Id: I9a894bb86530f36151c5075d2da814a66e3f4e9f",0,0,0,1,0,0,1,0,0
15955,Ie46923fde6ff5bccbf92a9da6af17769b5e44efa,http://review.couchbase.org/#/c/15955,1,e4fabd2b4b731458e79ec62ed721c6bad07e4994,74ea6a94b66d7f02f0e933bb13137dd42cdb55a5,1,13/05/12,02/06/12,8,Removed redundent code in setStale() function in Query class,"Removed redundent code in setStale() function in Query class

Change-Id: Ie46923fde6ff5bccbf92a9da6af17769b5e44efa",0,0,0,1,0,0,1,0,0
15956,I98ea665c8bae73ae0940863ef84c426cfade01c1,http://review.couchbase.org/#/c/15956,3,74ea6a94b66d7f02f0e933bb13137dd42cdb55a5,fbae58b4e7b2b274e4e72ce7774f05753e0cfcb2,1,13/05/12,02/06/12,8,JCBC-24: Create setGroupLevel() function in Query class,"JCBC-24: Create setGroupLevel() function in Query class

I removed the setGroup(boolean group, int group_level) function
since group overrides group_level making this function useless. I
turned this function into the setGroupLevel() function.

Change-Id: I98ea665c8bae73ae0940863ef84c426cfade01c1",0,0,0,0,0,0,0,0,0
15957,I960a31110484007b9ac6b3735c9cd2ce9ca79e60,http://review.couchbase.org/#/c/15957,2,fbae58b4e7b2b274e4e72ce7774f05753e0cfcb2,b27ffd296e825f3ec208fad3d54c5ae5866f8940,1,13/05/12,04/06/12,18,JCBC-44: Check if op is null before checking if it is cancelled,"JCBC-44: Check if op is null before checking if it is cancelled

Change-Id: I960a31110484007b9ac6b3735c9cd2ce9ca79e60",0,0,0,1,0,0,1,0,0
15958,I1daa439afd2e88b55f04a63b7c42a9a7f18244e2,http://review.couchbase.org/#/c/15958,1,03044d1dc29f215dc23bceb28fb2b2ff850b8c55,3a84e435af8700216f2f7ab03135830ca1959f8a,1,13/05/12,04/06/12,9,JCBC-42: Close properties file after using it,"JCBC-42: Close properties file after using it

Change-Id: I1daa439afd2e88b55f04a63b7c42a9a7f18244e2",0,0,0,1,0,0,1,0,0
16337,Ief068cab934542617a11e2f527d98b9c38affd07,http://review.couchbase.org/#/c/16337,7,5247e2af8f0d9e15e92934bc7c6ea8ef5c0156f7,020cbe99b77fb468f7c3bef3c522c7caab834767,1,23/05/12,24/07/12,193,Use the correct Connection type for the config.  JCBC-53,"Use the correct Connection type for the config.  JCBC-53

Change-Id: Ief068cab934542617a11e2f527d98b9c38affd07",0,1,0,1,0,0,1,1,1
16338,Id0514278608fa1476e21c0f52958860404240561,http://review.couchbase.org/#/c/16338,5,07a1dba560d559efe025cd99fffec18a18a31740,6e9f5d16bb44312ff82fd034de971c947cf66c20,1,23/05/12,24/07/12,63,Ensure config update checks do not overwhelm the system.  JCBC-54.,"Ensure config update checks do not overwhelm the system.  JCBC-54.

Change-Id: Id0514278608fa1476e21c0f52958860404240561",0,1,0,1,0,0,1,0,0
16703,I937829e51621d8ed6a0e54b1b079cc338ffab059,http://review.couchbase.org/#/c/16703,2,db357677f592a7697950cde8ea8b75d4e9dd31f6,e70f797c9b99497ff54eb1ad331615157a993c5a,1,03/06/12,29/06/12,4,JCBC-43: Make VBucketNodeLocator nested classes static final,"JCBC-43: Make VBucketNodeLocator nested classes static final

Change-Id: I937829e51621d8ed6a0e54b1b079cc338ffab059",0,0,1,1,0,0,1,0,0
16765,Iff02589db6e1a3c3f56108a647e37b821b6cc447,http://review.couchbase.org/#/c/16765,1,3739e3428a07e6f7d35252578c99dd31d6ba455a,e9c5ab1cd972787fd13dcbc01739c9b7e012d1b3,0,05/06/12,05/06/12,5,Do not override fetching of AuthDescriptor.  JCBC-59,"Do not override fetching of AuthDescriptor.  JCBC-59

Change-Id: Iff02589db6e1a3c3f56108a647e37b821b6cc447",0,0,0,1,0,0,1,NA,NA
17742,I26a9470a7a39caf913338126dfb918c8774774cd,http://review.couchbase.org/#/c/17742,1,203acc29ed136f7f372e3873826c95796bbd39e2,b4db544bce355ee63d74320bd8018c54b0b2def5,1,29/06/12,29/06/12,2,JCBC-68: Copy key correctly in query,"JCBC-68: Copy key correctly in query

Change-Id: I26a9470a7a39caf913338126dfb918c8774774cd",0,0,0,1,0,0,1,0,0
18094,Iee0b1de24a9ea245b6554aea5a30462cf7b613ef,http://review.couchbase.org/#/c/18094,7,b4db544bce355ee63d74320bd8018c54b0b2def5,4bc96f50691620d236de1e746465352937cd1c7d,1,09/07/12,12/07/12,133,JCBC-72: Return errors when encountering non-200 http responses,"JCBC-72: Return errors when encountering non-200 http responses

Change-Id: Iee0b1de24a9ea245b6554aea5a30462cf7b613ef",0,1,1,1,0,0,1,1,1
18194,I0d3968baa57c3736af2c992eaf169ab6e3dabb37,http://review.couchbase.org/#/c/18194,2,3506dd1646b3827dc988f57d75815a29f9325a6b,528e1aff223daa88d2ce039f4d91289e1a52ff0d,0,11/07/12,11/07/12,6,Change spymemcached dependency to 2.8.2-SNAPSHOT,"Change spymemcached dependency to 2.8.2-SNAPSHOT

Change-Id: I0d3968baa57c3736af2c992eaf169ab6e3dabb37",0,0,0,1,0,0,1,NA,NA
18197,I71288cda2f6fe27c9dc9ae83968efe81d6fe154d,http://review.couchbase.org/#/c/18197,5,8eff82817d44cf37f95058992805c5a2990a2a99,de9191cb85846099eeb98df3d37ab84a56f0710d,1,11/07/12,12/07/12,4,Fixed incoreect error handling in view parsing,"Fixed incoreect error handling in view parsing

This should call setException because setException set errored
to true. If errored is not set then the Future won't properly
throw and exception.

Change-Id: I71288cda2f6fe27c9dc9ae83968efe81d6fe154d",0,1,0,0,0,0,1,0,0
18655,I87007bd428da34badc0d5a10ef17aa50b8132804,http://review.couchbase.org/#/c/18655,1,aaa428d71c5dbb454d7ad84b8b4e47071f49b0bf,49ce895e24c2b245495b58086962d28a474c8a22,1,20/07/12,20/07/12,5,Fix checkstyle errors,"Fix checkstyle errors

Change-Id: I87007bd428da34badc0d5a10ef17aa50b8132804",0,0,0,1,0,0,1,0,0
18755,Ia9800f9f63279c4716963066dc059e88aa009119,http://review.couchbase.org/#/c/18755,1,49ce895e24c2b245495b58086962d28a474c8a22,49a6637caa9449fa90d498fe949fd652e30ed998,0,24/07/12,24/07/12,4,Update deps to spy 2.8.2-SNAPSHOT,"Update deps to spy 2.8.2-SNAPSHOT

This will be replaced before release with the non-snapshot.

Change-Id: Ia9800f9f63279c4716963066dc059e88aa009119",0,0,0,0,0,0,0,NA,NA
18757,I20aa2945bbbbe9f19a56a41224244fe368d5e34e,http://review.couchbase.org/#/c/18757,1,e05f264c2e793dbb27a29560a72d6c0487c4e4e1,e215ba4b8900e3d1a7193c8345011d8b7299eb2a,1,24/07/12,25/07/12,333,"Workaround NOT_MY_VBUCKET during optimization, and test.","Workaround NOT_MY_VBUCKET during optimization, and test.

On SPY-91, it was found that receiving a NOT_MY_VBUCKET
response in the middle of an optimized batch of requests
will upset things by causing the optimized operation itself
to be unqueued for reads, rather than retrying the contained
operation.

Since the severity level is high and the workaround is
straightforward (disable optimization) this commit both
disables optimization and introduces the test which helped
find the cause of the issue.

Recommended way of verifying this would be to remove the
two sections related to disabling optimization and then
verify the test fails.",0,0,0,0,0,0,0,0,0
18758,I6b1d9cba8598799177f686016970ca254e9cec9e,http://review.couchbase.org/#/c/18758,1,e215ba4b8900e3d1a7193c8345011d8b7299eb2a,668bcc793caa98295c0356fe8a8d035863df370b,1,24/07/12,25/07/12,3,Honor TestConfig in syncGetTimeoutsInitClient().,"Honor TestConfig in syncGetTimeoutsInitClient().

Change-Id: I6b1d9cba8598799177f686016970ca254e9cec9e",0,0,0,1,0,0,1,0,0
18807,Ia55c4a4a3ef30affe9fea5d5f9623a79e4b91a4b,http://review.couchbase.org/#/c/18807,2,b7525ea78cc0bb02b0dbcbd496df0c1e63c1452f,5c423f73908f49e9c583b8ace090a53b23053581,1,25/07/12,11/08/12,6,Make fields of HttpOperation volatile for concurrent access.,"Make fields of HttpOperation volatile for concurrent access.

Change-Id: Ia55c4a4a3ef30affe9fea5d5f9623a79e4b91a4b",0,0,0,1,0,0,1,-1,0
