revision_num,change_id,url,iteration_count,before_commit_id,after_commit_id,at_least_one_updated_java_file,T(created),T(merged),LOC changed,subject,message,cr_smell_lack_of_cr,cr_smell_ping_pong,cr_smell_sleeping_reviews,cr_smell_missing_context,cr_smell_large_changesets,cr_smell_review_buddies,at_least_one_cr_smell,code_smells_difference_count,is_increased
18,I5700ca48df4177153f2b3861dec7c538c621e775,https://git.eclipse.org/r/#/c/18,3,1315647938bc2b6cdd7ea94cf9ad07ae1adc6b73,e86e3e8c572f1c24f8573a6f949c35e86f4bce35,1,05/10/09,10/03/10,41,Move setupReflog test function to only test that cares,"Move setupReflog test function to only test that cares

Only one test class actually needs this function, so instead of
us inheriting it down into every test, move it to that one class.

Change-Id: I5700ca48df4177153f2b3861dec7c538c621e775
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",0,0,0,0,0,0,0,0,0
19,Idff096cea40a7b2b56a90fb5de179ba61ea3a0eb,https://git.eclipse.org/r/#/c/19,3,b0d31ab11838d1e39a158500bbf7264b9160b15b,d545e1b317a37b739726eb933f5eca4812788439,1,03/11/09,10/03/10,1081,Create JUnit test utilities for JGit derived sources,"Create JUnit test utilities for JGit derived sources

The LocalDiskRepositoryTestCase class is derived from the current
RepositoryTestCase code and is meant for application (or our own)
tests to subclass and access temporary repositories on the local
client disk.

Change-Id: Idff096cea40a7b2b56a90fb5de179ba61ea3a0eb
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",1,0,0,0,1,0,1,0,0
20,Ic9be0280c8bb50a5768336c64de794eb0a492b3d,https://git.eclipse.org/r/#/c/20,3,7dde7bc4234b37a8ff60c5a81292b4b486e3467a,e5e3a6c4845e588fe9f0b8f2f51b6032ac4ab6ad,1,03/11/09,10/03/10,41,Move T0007_Index to jgit-test-ext,"Move T0007_Index to jgit-test-ext

This test depends upon the external git binary, and this isn't really
a pure Java test like our jgit-test-core module tries to claim itself
is.  So we move it out to jgit-test-ext with other tests that require
additional external resources and/or executable code.

Change-Id: Ic9be0280c8bb50a5768336c64de794eb0a492b3d
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",1,0,0,0,0,0,1,2,1
21,I07014d1b8cc2fab0761d644a12e4ae04f0adf3ef,https://git.eclipse.org/r/#/c/21,3,21c3c1c0262635fe8f8a27517542e83afa3b8e66,265c5e0f2cb2cff6ada0961442be4f22f11aaae1,1,03/11/09,10/03/10,438,Refactor RepositoryTestCase to use LocalDiskRepository instead,"Refactor RepositoryTestCase to use LocalDiskRepository instead

Change-Id: I07014d1b8cc2fab0761d644a12e4ae04f0adf3ef
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",1,0,0,1,0,0,1,0,0
22,Id8a76ee7ee1f7efba585be4bed19a8fb5b3b3585,https://git.eclipse.org/r/#/c/22,3,b571d25b88bdb6cd7330d3505a3924e8d774e92b,3f1f80e37785515522affcdb4f8ae39dbf3516ee,1,03/11/09,10/03/10,137,Only import the sample data packs on tests that need them,"Only import the sample data packs on tests that need them

Not all of our test cases really require the sample data packs, and
we are better off not using them because its hard to see exactly
what condition a test is testing when looking only at the Java code.
Clarify the dependency by only making the packs available when there
is a real need for it.

Change-Id: Id8a76ee7ee1f7efba585be4bed19a8fb5b3b3585
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",1,0,0,0,0,0,1,1,1
23,Ic243544a761ef2db29025a89ba6bb932a3a3ce34,https://git.eclipse.org/r/#/c/23,3,f2e06a72673a500cc655e7d2265dfd25fea6098a,c875db826f565f22ed636144d22e366c40d275b1,0,05/10/09,10/03/10,309,Standardize the source code formatter for Eclipse,"Standardize the source code formatter for Eclipse

We now supply an exported format description for anyone to import
into their own workbench, and all projects reference this style in
a consistent way.

Change-Id: Ic243544a761ef2db29025a89ba6bb932a3a3ce34
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",0,0,0,0,0,0,0,NA,NA
24,I11dc620009d83e5715f7f2c17bbc658cc6e49f20,https://git.eclipse.org/r/#/c/24,2,d42312eb292ad98f9f302f1576221e2b0c0cdb36,83d376aff0b6de67cb211eb3a46e75c229b2f3a8,0,05/10/09,10/03/10,2,Mark the next version as 0.6,"Mark the next version as 0.6

Our project plan calls for us to build 0.6 as the next version.

Change-Id: I11dc620009d83e5715f7f2c17bbc658cc6e49f20
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",1,0,0,0,0,0,1,NA,NA
32,Ia2cce34d34c97b88214a8bd8f2cc542845e19032,https://git.eclipse.org/r/#/c/32,3,1ff76003d9619acd57a8890f2ec00afa99305c32,8d213fb281403d30cd7e091bdc206319209e1ed7,1,05/10/09,10/03/10,227,Move AmazonS3 command line utility to jgit-pgm,"Move AmazonS3 command line utility to jgit-pgm

This removes one of the few remaining dependencies on AWTAuthenticator
from the core library.  For the most part the interface is identical to
the prior main method.  The jgit-pgm Main class already sets up the
HTTP proxy and authenticator for us, so we don't need to do that in
our new run method.

Change-Id: Ia2cce34d34c97b88214a8bd8f2cc542845e19032
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",0,0,0,0,0,0,0,5,1
33,I2fd81be2076117b2f2c5f8ed45de7f29272af6cf,https://git.eclipse.org/r/#/c/33,3,15152ee0570a64e783e5503eb1e085e70076f7e6,375d589a6ae69e89a33346ea06c88383e1a3c518,1,05/10/09,10/03/10,96,Move HttpSupport's configureHttpProxy to jgit-pgm,"Move HttpSupport's configureHttpProxy to jgit-pgm

This is the last chunk of code in jgit-core which references the awtui
package.  Moving it to the only consumer in jgit-pgm allows us to move
the awtui package over to the jgit-awtui module.

Change-Id: I2fd81be2076117b2f2c5f8ed45de7f29272af6cf
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",0,0,0,0,0,0,0,0,0
34,I9080f3dd029c2a087e6b687480018997cc5c5d23,https://git.eclipse.org/r/#/c/34,3,9df7bcab7ea9df2d0eb1a3156bfc0a5138d2a6cc,f411075bd2458fc1a92897efa5ca2443a4588ca4,1,03/11/09,10/03/10,314,Move AWT UI components to the jgit-awtui module,"Move AWT UI components to the jgit-awtui module

This way applications based on SWT/JFace, like the EGit team provider,
don't need to build or install AWT based UI components.  Instead only
applications which need the AWT based UI will depend upon the module.

Since jgit-pgm builds a standalone JAR that is meant to run on any
stock JRE which contains AWT as part of the J2SE runtime library we
need to depend on jgit-awtui there.

Change-Id: I9080f3dd029c2a087e6b687480018997cc5c5d23
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",1,0,0,0,0,0,1,0,0
35,I8c1a0eb8acee1d306f4c3b40a790b7fa0c3abb70,https://git.eclipse.org/r/#/c/35,3,f875474924d2fd006393b9511dffac33077c096c,aea9a72bc6c763f80adb93fd18cd8a3be73db2b7,1,03/11/09,10/03/10,209,Refactor the cached Authenticator data out of AwtAuthenticator,"Refactor the cached Authenticator data out of AwtAuthenticator

This makes it easier to swap out authenticator implementations and
yet still rely upon being able to configure at least one Authenticator
instance in the JVM and program it with data obtained from outside
of the user interface.

Change-Id: I8c1a0eb8acee1d306f4c3b40a790b7fa0c3abb70
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",1,0,0,0,0,0,1,0,0
36,Ibaf87bb5540371d94d96d1b7e94ca002f752e5bd,https://git.eclipse.org/r/#/c/36,3,8c5d2d5ab5c4c9bb45157c96f842f06dfbf39820,51b47ff8237215069746a7122daa07563869c7a7,1,03/11/09,10/03/10,884,Prompt for passwords from the console in jgit command line tools,"Prompt for passwords from the console in jgit command line tools

If we are on a Java 6 JVM we should have the Console class available,
unless the user has redirected /dev/null to stdin.  When there is a
console present we would prefer to use that for command line prompts
as that is what the user expects from a command line tool.

Change-Id: Ibaf87bb5540371d94d96d1b7e94ca002f752e5bd
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",1,0,0,0,1,0,1,4,1
37,Iacb9082e1b076e994d1486aa8e512342ad7432b3,https://git.eclipse.org/r/#/c/37,4,e75690c55723f0d3f79de24dbe1de6289c7e67a2,fb7b2238659d65cf1cab2850a52237e33870f1ea,1,08/10/09,10/03/10,187,Fixed MyersDiff to be able to handle more than 100k,"Fixed MyersDiff to be able to handle more than 100k

MyersDiff was crashing with ArrayIndexOutOfBoundsException when
diffing huge files. This was because the snake data (begin and
end position while processing chunks of the text) was sequeezed
into a single int. But with longer texts to diff these values
exceeded the range of java int values. It is fixed by introducing
the IntPair and IntPairList classes and make MyersDiff use them.

Change-Id: Iacb9082e1b076e994d1486aa8e512342ad7432b3
Signed-off-by: Christian Halstrick <christian.halstrick@sap.com>",0,1,0,0,0,0,1,0,0
39,I48d7e01536aab1524140d72af574e3fd7149cd23,https://git.eclipse.org/r/#/c/39,2,759663a7b730da19db8612d03568f9ac4db76824,a74d7797db103e7c9c3a69124ba1ceb165b343cb,1,08/10/09,10/03/10,17,Fix some warnings regarding unnecessary imports and accessing static methods,"Fix some warnings regarding unnecessary imports and accessing static methods

My Galileo eclipse was complaining about unneeded import statements and
how static methods have been accessed in Diff.java. There was also one method
call which could be removed because he had no sideeffects and the return value
was not used. I fixed this so that there are no warnings anymore.

Signed-off-by: Christian Halstrick <christian.halstrick@sap.com>",0,0,0,0,0,0,0,0,0
40,I0b889564bd176836ff5c77ba310c6d229409dcd5,https://git.eclipse.org/r/#/c/40,6,cbf21c02f9dcd6cbf1e0f9e072368cf5438340bb,c67a4bc91430ddfa39a9482d46628572b32f97aa,0,04/01/10,10/03/10,12,Add getPacks to ObjectDirectory,"Add getPacks to ObjectDirectory

This exposes the list of known packs, allowing callers to list them
into a context like the objects/info/packs file.

Change-Id: I0b889564bd176836ff5c77ba310c6d229409dcd5
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",0,1,0,0,0,0,1,NA,NA
41,Ia0f1a425d07d035e344ae54faf8aeb04763e7487,https://git.eclipse.org/r/#/c/41,12,d19e8e28a852132f8c4381909838afa23e92a630,ae7c675ec76ce8feda5c38ec5a76c0116169619a,1,12/01/10,10/03/10,4017,Simple dumb HTTP server for Git,"Simple dumb HTTP server for Git

This is a horribly simple HTTP server which provides only the
server side support required for dumb transport clients.  We
produce the info/refs and objects/info/packs file on the fly
from the local repository state, but otherwise serve data as
raw files from disk.

We could better optimize the Sender class and those that use
it to take advantage of direct file to network APIs in more
advanced servlet containers like Jetty.  This is left for a
future improvement to the code.

Change-Id: Ia0f1a425d07d035e344ae54faf8aeb04763e7487
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",0,1,0,0,1,0,1,2,1
43,I6f31f6537a3b7498803a8a54e10b0622105718c1,https://git.eclipse.org/r/#/c/43,7,5e80bf4a73c942ce7aa08a211541563dbd74c732,a682546a0030d90f4013c709f202a507bd2a7222,1,12/01/10,10/03/10,45,Teach ReceivePack how to use an RPC style interface,"Teach ReceivePack how to use an RPC style interface

If biDirectionalPipe is false ReceivePack does not start out with the
advertisement but instead assumes it should read the command set once,
process that, and write the status report out.  This means it only is
doing one read through the input followed by one write to the output,
which fits with the HTTP request processing model, and any other type
of RPC system... assuming that the payload for input can be a very big
entity like the command stream followed by the pack file.

Change-Id: I6f31f6537a3b7498803a8a54e10b0622105718c1
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",0,1,0,0,0,0,1,0,0
44,Id0e349c30a0f5a8c1527e0e7383b80243819d9c5,https://git.eclipse.org/r/#/c/44,9,18ddbc65b90fae8dd594b2817e5646f7343ef177,b8b67f20268474b9fdef3dfbe831e7c4707df197,1,12/01/10,10/03/10,188,Expose RefAdvertiser for reuse outside of the transport package,"Expose RefAdvertiser for reuse outside of the transport package

By making this class and its methods public, and the actual writing
abstract, we can reuse this code for other formats like writing an
info/refs file for HTTP transports.

Change-Id: Id0e349c30a0f5a8c1527e0e7383b80243819d9c5
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",0,1,0,0,0,0,1,1,1
45,Iaa331a476e28cf2880df5607de36bc9f67d041df,https://git.eclipse.org/r/#/c/45,9,c0426962c7d0ea0b369e10db5c8ce92543e866dc,9940274c713909ab10c2ea6055141c389eb9220f,1,12/01/10,10/03/10,84,Expose PacketLineOut for reuse outside of the transport package,"Expose PacketLineOut for reuse outside of the transport package

Change-Id: Iaa331a476e28cf2880df5607de36bc9f67d041df
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",0,1,0,1,0,0,1,0,0
46,Ie4f6e0c7b68a68ec4b7cdd5072f91dd406210d4f,https://git.eclipse.org/r/#/c/46,11,ef7a6680e9da04d4c51d8873b0eff940ceafb224,09c404327eff9be21d48ec03a0f3b2ab778d790c,1,12/01/10,10/03/10,487,Smart push over HTTP: server side,"Smart push over HTTP: server side

Clients can request smart push support by examining the info/refs URL
with the service parameter set to the magic git-receive-pack string:

  GET /$GIT_DIR/info/refs?service=git-receive-pack HTTP/1.1

The response is formatted with the receive pack capabilities,
using the standard packet line formatter.  A special header line
is put in front of the standard receive-pack advertisement to let
clients know the service was recognized and is supported.

If the requested service is disabled an authorization status code is
returned, allowing the user agent to retry once they have obtained
credentials from a human, in case authentication is required by
the configured ReceivePackFactory implementation.

Change-Id: Ie4f6e0c7b68a68ec4b7cdd5072f91dd406210d4f
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",0,1,0,0,0,0,1,0,0
48,Ia9f7c46ee556f996367180f15d2caa8572cdd59f,https://git.eclipse.org/r/#/c/48,7,00b740d683b405385ba2930a9818da0d226501d9,4e048ee1f53a9018f2706ac9547d9145a0be7d5c,1,12/01/10,10/03/10,60,Teach UploadPack how to use an RPC style interface,"Teach UploadPack how to use an RPC style interface

If biDirectionalPipe is false UploadPack does not start out with
the advertisement but instead assumes it should read one block of
want/have lines, process that, and write the ACK/NAKs out.

This means it only is doing one read through the input followed by
one write to the output, which fits with the HTTP request processing
model, and any other type of RPC system.

Change-Id: Ia9f7c46ee556f996367180f15d2caa8572cdd59f
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",0,1,0,0,0,0,1,1,1
49,Ib0f1a458c88b4b5509b0f882f55f83f5752bc57a,https://git.eclipse.org/r/#/c/49,10,75b7f97ce2656e2b541a879c77ebb932581bf185,4d500343091f47024edfdbf7cb3cdd2cce39821f,1,12/01/10,10/03/10,312,Smart fetch over HTTP: server side,"Smart fetch over HTTP: server side

Clients can request smart fetch support by examining the info/refs
URL with the service parameter set to the magic git-upload-pack
string:

  GET /$GIT_DIR/info/refs?service=git-upload-pack HTTP/1.1

The response is formatted with the upload pack capabilities, using
the standard packet line formatter.  A special header line is put
in front of the standard upload-pack advertisement to let clients
know the service was recognized and is supported.

If the requested service is disabled an authorization status code is
returned, allowing the user agent to retry once they have obtained
credentials from a human, in case authentication is required by
the configured UploadPackFactory implementation.

Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",0,1,0,0,0,0,1,0,0
50,I8c69b16ac15c442e1a4c3bd60b4ea1a47882b851,https://git.eclipse.org/r/#/c/50,11,a1f9016c0842aa24ee6fec7badcb4242961e046e,9c70fe171d88f94d111db7a4034a85efb279e8ca,1,12/01/10,10/03/10,661,Smart fetch over HTTP: client side,"Smart fetch over HTTP: client side

Clients take advantage of the info/refs?service=git-upload-pack URL
to determine if the remote side will support a standard upload-pack
command stream.  If so each block of 32 have lines is sent in one
POST request, prefixed by all of the 'want' lines and any previously
discovered common bases as 'have' lines.

Change-Id: I8c69b16ac15c442e1a4c3bd60b4ea1a47882b851
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",0,1,0,0,1,0,1,3,1
51,I2c9862ea088ea7dc15b0beb70fe7485783763fee,https://git.eclipse.org/r/#/c/51,1,aa7666f1c16e3737b4e37968b3378acc05984610,d8319a798e63f7cfd955708b5d3bcb67848a8a27,0,08/10/09,10/03/10,10,Remove a duplicate test from T0003_Basic,"Remove a duplicate test from T0003_Basic

In the pre-historic commit 6d87484b4dee5671a38e64a8e4990dff40a4874f
two tests became identical. Remove one of them.

Change-Id: I6182ecd4db0162d87a5f4577005b2bf4d5e8c89f

Signed-off-by: Robin Rosenberg <robin.rosenberg@dewire.com>",0,0,0,0,0,0,0,NA,NA
53,I589ba533f91910066d56d9f7f1348d2480b43223,https://git.eclipse.org/r/#/c/53,1,01644bdf8acaac11e275b82f164ca00609114f05,2d48c49cc2596b74100b07522745b5f5d04b34d0,1,09/10/09,10/03/10,122,"Add javadoc comments, remove unused code, shift comments to correct place","Add javadoc comments, remove unused code, shift comments to correct place

This change only fixes warnings of the eclipse build regarding missing javadocs.
Some comments where just missing, so they have been added. Other comments where
at the wrong (from eclipse point of view) place, so eclipse was complaining.
Also two method which existed for debugging purposes have been removed to get
rid of Eclipse warngins about unused code.",0,0,0,0,0,0,0,0,0
61,Ia43892ab6d0169f8335c1a41b37e8c12e94cafe2,https://git.eclipse.org/r/#/c/61,2,7f0913bc50828683e3a7cc1da1e68c2a626513d3,a8b9649697464e7238a73495d6a20c02ada86326,0,16/10/09,10/03/10,4,Fix classpath to use jsch and args4j from orbit,"Fix classpath to use jsch and args4j from orbit

All 3rd party dependencies must come from orbit to comply
with Eclipse development process.

Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,0,0,0,0,NA,NA
64,I4dc926148410ecbadcf71b9474aeeb509691aa32,https://git.eclipse.org/r/#/c/64,2,0b2617b5c9a151833389397fcf32c841e8619f5b,f784bc93e1ec658c55c9d58a3704f34b69bdb939,0,16/10/09,10/03/10,34,Refactoring org.eclipse.jgit.test to be a bundle,Refactoring org.eclipse.jgit.test to be a bundle,0,0,0,1,0,1,1,NA,NA
67,I24272d029cff446ffc80063870478577d628f338,https://git.eclipse.org/r/#/c/67,2,27e5fb96c700a9ce02dfe048f246cf51615d7d6e,f844ecea235c42c33079f25c1698fb8217765155,1,16/10/09,10/03/10,3,Add gitignore to constants,"Add gitignore to constants

Created by Mykola Nikishov <mn@mn.com.ua>

https://bugs.eclipse.org/bugs/attachment.cgi?id=148637",0,0,0,0,0,0,0,0,0
73,Ibf1a9968387e3d11fdce54592f710ec4cc7f1ddb,https://git.eclipse.org/r/#/c/73,2,e756f39ebf3c82b21f418b5212b5a272992a6517,a234a93ffc1e5072071d7693dc726d936ee285f6,1,31/10/09,10/03/10,471,A new org.eclipse.jgit.ui bundle,"A new org.eclipse.jgit.ui bundle

This bundle contains a package org.eclipse.jgit.awtui which was moved
from org.eclipse.jgit bundle.

org.eclipse.jgit.pgm depends on org.eclipse.jgit.ui.

Bug: https://bugs.eclipse.org/291124
Change-Id: Ibf1a9968387e3d11fdce54592f710ec4cc7f1ddb
Signed-off-by: Mykola Nikishov <mn@mn.com.ua>",0,0,0,0,0,0,0,0,0
86,I002b1d1980071084c0bc53242c8f5900970e6845,https://git.eclipse.org/r/#/c/86,2,faea7f3bd629cdaf3a450c1452c469d0df2bc6ba,51af6d4c67abca4ace930fae99bd72c4bf9bb5ac,1,31/10/09,10/03/10,1304,Removed trailing whitespace,Removed trailing whitespace,0,0,0,1,1,0,1,0,0
87,I8e1e0be60299472828718371b231f1d8a9dc21a7,https://git.eclipse.org/r/#/c/87,5,7b5c979138c50142736e23ba4b8eacf32c181dba,268190437aa23e6700b6620b596cb33082f9cb1c,1,04/11/09,10/03/10,397,Add performance tests for MyersDiff,"Add performance tests for MyersDiff

Add some tests which make sure that the diff algorithm really behaves in the
promised O(N*D) manner. This tests compute diffs between multiple big chunks
of data, measure time for computing the diffs and fail if the measured times
are off O(N*D) by more than a factor 10

Signed-off-by: Christian Halstrick <christian.halstrick@sap.com>",0,1,0,0,0,1,1,0,0
90,Ic1c8969bbed89f693c7e11108d6baba013f71711,https://git.eclipse.org/r/#/c/90,1,ecadefc9f5c514fcb86d444f29fe74bf576508fb,48660e991159118c007c5d0481901d84158ed997,0,03/11/09,10/03/10,2,Use org.eclipse.egit branding plugin,"Use org.eclipse.egit branding plugin

We do not need two branding plugins for two related features
and org.eclipse.jgit is not a branding plugin.

Change-Id: Ic1c8969bbed89f693c7e11108d6baba013f71711
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,0,0,0,0,NA,NA
96,I4a9f6b39d5564bc8a694b366e7ff3cc758c5181b,https://git.eclipse.org/r/#/c/96,3,0e0c3d8399640cdddff7df725b32c222e6827e75,d77fb500e730de0f7c1705e8b9ed522940906aa3,1,31/10/09,10/03/10,461,Move pure IO utility functions to a utility class of its own.,"Move pure IO utility functions to a utility class of its own.

According the javadoc, and implied by the name of the class, NB
is about network byte order. The purpose of moving the IO only,
and non-byte order related functions to another class is to
make it easier for new contributors to understand that they
can use these functions in general and it's also makes it easier
to understand where to put new IO related utility functions

Change-Id: I4a9f6b39d5564bc8a694b366e7ff3cc758c5181b
Signed-off-by: Robin Rosenberg <robin.rosenberg@dewire.com>",0,0,0,0,0,0,0,0,0
